batch_key,sampling_mode,max_seq,batch_idx,case,status,total_time_ms,speedup_vs_ulysses,solver_wall_s,microbatch_count,tokens,max,p95,p99,ge_128k,ge_256k,ge_384k,ge_512k
real_random_max131072_b0,real_random,131072,0,ulysses_only,ok,12182.77941956914,1.0,3.3996124267578125,2,338784,98784,22195.199999999964,60258.239999999845,0,0,0,0
real_random_max131072_b0,real_random,131072,0,ring_only,ok,4822.856415449114,2.5260506160921348,2.2129881381988525,2,338784,98784,22195.199999999964,60258.239999999845,0,0,0,0
real_random_max131072_b0,real_random,131072,0,ulysses_ring,ok,4822.856415449113,2.5260506160921357,4.025829792022705,2,338784,98784,22195.199999999964,60258.239999999845,0,0,0,0
real_random_max131072_b0,real_random,131072,0,usp_only,ok,6064.959238703288,2.008715795124431,9.822960138320923,2,338784,98784,22195.199999999964,60258.239999999845,0,0,0,0
real_random_max131072_b0,real_random,131072,0,ulysses_ring_usp,ok,4822.856415449113,2.5260506160921357,5.434933423995972,2,338784,98784,22195.199999999964,60258.239999999845,0,0,0,0
