sampling_mode,max_seq,case,num_batches,mean_time_ms,p50_time_ms,mean_speedup_vs_ulysses,p50_speedup_vs_ulysses,mean_solver_wall_s,mean_microbatch_count
real_random,131072,ring_only,5,1996.5465576078157,825.0843379159396,2.5047659619169655,2.5260506160921348,2.195450258255005,1.4
real_random,131072,ulysses_only,5,4648.033365444908,1984.5919365827249,1.0,1.0,4.290759420394897,1.4
real_random,131072,ulysses_ring,5,1996.5465576078154,825.08433791594,2.5047659619169664,2.5260506160921357,5.019463014602661,1.4
real_random,131072,ulysses_ring_usp,5,1996.5465576078154,825.0843379159396,2.5047659619169664,2.5260506160921357,19.292552757263184,1.4
real_random,131072,usp_only,5,2864.608782633547,1509.9670818202912,1.5390363353280279,1.3192721555947686,11.475825691223145,1.4
