sampling_mode,max_seq,case,num_batches,mean_time_ms,p50_time_ms,mean_speedup_vs_ulysses,p50_speedup_vs_ulysses,mean_solver_wall_s,mean_microbatch_count
real_random,131072,ring_only,5,1996.5465576078157,825.0843379159396,1.5527419218004095,1.3960709510197797,2.205140495300293,1.4
real_random,131072,ulysses_only,5,3204.2258517069267,1106.9948971162614,1.0,1.0,3.1810040950775145,1.4
real_random,131072,ulysses_ring,5,1996.5465576078154,825.0843379159396,1.55274192180041,1.3960709510197797,4.911308765411377,1.4
real_random,131072,ulysses_ring_usp,5,1996.5465576078145,825.0843379159396,1.5527419218004144,1.39607095101978,11.426189613342284,1.4
real_random,131072,usp_only,5,2864.608782633547,1509.9670818202912,0.9746154196646206,0.8708830204480824,11.447404193878175,1.4
