sampling_mode,max_seq,case,num_batches,mean_time_ms,p50_time_ms,mean_speedup_vs_ulysses,p50_speedup_vs_ulysses,mean_solver_wall_s,mean_microbatch_count
real_random,128000,ring_only,3,1155.804998778327,1247.8931339922012,2.099387345111955,2.1102360915120233,3.2767585118611655,1.0
real_random,128000,ulysses_only,3,2294.457740656621,2633.3491297003925,1.0,1.0,3.653508186340332,1.0
real_random,128000,ulysses_ring,3,1155.8049987783259,1247.893133992201,2.0993873451119653,2.1102360915120237,11.781875610351562,1.0
